commodity,value_bd
Boneless Meat Of Fresh Or Chilled Bovine Animals,8998856.673
"Books, Booklets And Pamphlets In Braille",6247.193
Boot Protectors,34879.152
"Boot, Shoe, Corset Etc. Laces And With Fitted Edns",123789.16
"Bori (Meed And Biyah) Fish, Fresh Or Chilled",160950.74699999997
Boric Acids,3515.194
"Boring Machines For Metal, Numerically Controlled",19.13
"Bouri Fish ( Meed And Biyah), Frozen",630.1
"Bovine Meat, Salted, In Brine, Dried Or Smoked",25332.891
Bovine Semen,2121.7
"Bows, Arrows And Duelling Swords For Sports",244.17000000000002
"Box Files, Letter Trays, Storage Boxes",97642.174
Boxes Fitted In Walls For Fire Fighting,119469.332
"Boxes For Jewellry, Works Of Art And Cosmetic Powders",51963.831
Boxes For Jewelries And The Like Of Porcelain Or China,2168.984
Boxes For Tippers,64432.537
"Boxes, & Similar Articles For Transportation Of Poultry",31991.831
"Boxes, And The Like For The Transporation Of Dairy",208682.232
"Boxes, Pouches, Wallets And Writing Compendiums, Of Paper Or Paperboard, Containing An Assortment Of Paper Stationery",116575.44799999999
"Braids, In The Piece",13296.169
Brake Linings And Pads Not Containing Asbestos,5478316.555
Brakes And Servo-Brakes; And Parts Thereof,3557016.87
"Brakes, Including Coaster Braking Hubs For Bicycles",93849.107
Bran Of Leguminous Plants,5395.514999999999
Bran Of Maize (Corn),1826.917
Bran Of Other Cereals,363.506
Bran Of Wheat,95156.805
Brass Coils Over 0.15 Mm Thick,14435.151
Brass Tubes And Pipes,253974.041
Brass-Wind Instruments,13279.561
Brassieres,1882863.837
Brazil Nuts In Shell,16888.13
"Bread Boards, Chopping Boards And Similar Boards, Of Bamboo",25136.706
Brewery Machinery,3716.2799999999997
Brewing Or Distilling Dregs And Waste,204562.64299999998
Bridges And Bridge-Sections,6336933.608
"Bridges And Sections Thereof, Aluminum",41155.188
Briefcases Of Plastic Or Of Textile Materials,111936.209
"Briquettes, Ovoids And Similar Solid Fuels",30243.406000000003
Broaching Machines For Metal,2436.98
"Broad Beans, Dried And Shelled,",938954.554
"Broadcasting Vehicles, Telegraph Vehicles And The Like",307872.255
Broken Pottery,24531.224000000002
Broken Rice,99753.51
Bromides Of Sodium Or Of Potassium,8627.503999999999
Bromine,32.53
Bronze Coils Over 0.15 Mm Thick,212.231
Broom And Brush Bodies,8840.579
Broom And Brush Handles,11611.688
"Brooms And Brushes, Consisting Of Twigs",141588.851
Brushes For Cleaning Clothes Or Shoes,13458.993
Brushes Of Rubber Or Plastic For House-Keeping,70962.882
"Brussels Sprouts, Fresh Or Chilled",170835.286
Bucket Continuous-Action Elevators And Conveyors,30524.597
Buckwheat,8442.728
Buckwheat Flour,3301.704
Building Blocks And Bricks Of Cement Or Concrete,720946.238
"Building Stone, Crude Or Roughly Trimmed",4101.88
"Building Stone, Merely Cut Into Blocks",161207.033
"Buildings For Residence Or School, Aluminum",63726.879
"Buildings For Residence Or School, Fiberglass",14991.012
"Buildings For Residence Or School, Iron",411074.69500000007
"Buildings For Residence Or School, Plastic",20337.545000000002
"Buildings For Residence Or School, Wood",20089.144
Built-In Jacking Systems Used In Garages,73862.693
"Bulbs, Tubers, Tuberous Roots, Etc., Dormant",3226.951
"Bulbs, Tubers, Tuberous Roots, In Growth Or Flower; Chicory Plants And Roots",64569.963
Bulgur Whear Containing Cocoa,2088.82
Bulldozer Or Angledozer Blades,2714.887
Bumpers And Parts Thereof,3671288.034
Burglar Or Fire Alarms And Similar Apparatus,1182500.629
Butadiene Rubber (Br),8.02
Butan-1-Ol (N-Butyl Alcohol),13577.970000000001
Butanes,4378.447
Butanone ( Methyl Ethyl Ketone ),3940.79
Butchers' Or Kitchen Cleavers,36088.887
Butt Welding Fittings Of Other Alloys,1834536.756
Butt Welding Fittings Of Stainless Steel,479083.952
Butter,32514797.764000002
Butter Milk (Labnah),1941992.756
Button Molds And Other Parts Of Buttons,1236.432
"Buttons Of Base Metal, Not Covered With Textiles",6725.123
"Buttons Of Plastics, Not Covered With Textiles",22635.203
Butyl S-Sodium Isopropylphosphonothiolate,814.856
"Butyric Acids, Valeric Acids, Their Salts And Esters",46942.512
"Cabbage Lettuce ( Head Lettuce ), Fresh Or Chilled",2535722.8970000003
"Cabinets Used As Supports For Wash Basins, Wood",175994.92
"Cabinets, Electrical, For Keeping Files, Metal",56515.96000000001
"Cabinets, Electrical, For Keeping Files, Wood",33584.778
"Cable Drums, Wood",8404.844000000001
Cable For Telegraph & Telephone 10 Pairs Or More Fitted With Connectors,11880.720000000001
Cable For Telegraph & Telephone 10 Pairs Or More For A Voltage Not Exceeding 80 V,50771.379
"Cade Water,┐Kady┐",343.743
Caffeine And Its Salts,284.89
"Cake, Gateau And The Like",2896371.2759999996
Calcium,16483.718
Calcium Carbonate,1548264.822
Calcium Chloride,56104.757
Calcium Hydroxides,5586.558
Calcium Sulphates And Anhydrous Calcium Sulphates,546.713
"Calendar Stands, Printed",19016.862999999998
"Calendars Of Any Kind, Printed",70002.387
Calendering Or Other Rolling Machines,35823.928
Camel-Back  Strips For Retreading Rubber Tires,47187.128000000004
Camels For Domestic And Racing,560.35
Camera Parts,100415.913
"Cameras For Underwater, Aerial Or Medical Uses",45541.867999999995
Canary Seed,199651.678
Candies Powder Containing Fruit Flavor.,96122.895
"Candles, Tapers And The Like",595856.453
Cane Molasses,13773.21
Cane Sugar For Industrial Refining,27605.532
"Cane Sugar Obtained It Without Centrifugal Process Specified In Subheading Note 2 To This Chapter, For Industrial Refining",6610.907999999999
Cans Covers And Bottoms,1178881.63
Cans For Aerated Beverages And Fruit Juices,9881.482
"Cans For Aerating Beverages And Fruit Juices, Aluminum",4690093.333000001
"Cans For Chemicals And Lubrication Oils, Aluminum",870899.6600000001
Cans For Preserving Chemicals And Lubricating Oils,519649.07999999996
Cans For Preserving Foods,2816575.898
"Cans For Preserving Foods, Aluminum",3751976.499
"Cans,Boxes,And Similar Containers And Transport Of Zinc",15822.048
"Caps For Spraying Cans Filled With Insecticides, Etc.",313875.161
Capsicum Seeds,11162.99
Caramel,195337.614
Carbides Of Calcium,275570.67100000003
Carbides Of Silicon,4261.425
Carbon Brushes,330068.253
Carbon Dioxide,146619.44999999998
Carbon Fibres,29761.292
"Carbon, Not Elsewhere Specififed",34308.268
Carbonaceous Pastes For Electrodes And Similar,1594460.1330000001
"Carboxylic Acids With Aldehyde Or Ketone Function But Without Other Oxygen Function Their Anhydrides Halides, Peroxides, Peroxyacids And Their Derivatives",709.861
Carboxymethylcellulose And Its Salts,132294.285
"Carboys, Bottles, Flasks And Similar Articles, Plastic",7350830.368
"Carboys, Bottles, Jars, Pots, Phials And Other Containers, Of Glass, Of A Kind Used For The Conveyance Or Packing Of Goods; Preserving Jars Of Glass",9232723.263999999
Carburetors And Nozzles For Spark-Ignition Engines,818732.7
Carcasses And Half-Carcasses Of Fresh Or Chilled Bovine Animals,7579815.838
Carcasses And Half-Carcasses Of Fresh Or Chilled Swine,1205.572
Carcasses And Half-Carcasses Of Frozen Minced,484559.404
Carcasses And Half-Carcasses Of Frozen Swine,2683.248
"Carcasses And Half-Carcasses Of Lamb, Fresh Or Chilled",4682962.208
"Carcasses And Half-Carcasses Of Lamb, Frozen",2421254.901
"Carcasses And Half-Carcasses Of Sheep, Fresh Or Chilled",5480812.425
"Carcasses And Half-Carcasses Of Sheep, Frozen",2612923.311
Card Include Magnetic Tape,45977.067
"Cardamoms, Crushed Or Ground",122682.609
"Cardamoms, Neither Crushed Nor Ground",2443832.812
"Carded Wool Yarn Less Than 85 Percent Wool, Not Retail",2346.84
"Carded Yarn Of Fine Animal Hair, Not Retail",151.94
Carotenoid Colouring Matters And Preparations Based Thereon,5459.658
"Carousels, Swings And Roundabouts",14875.512
"Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon
Idellus, Hypophthalmichthys Spp., Cirrhinus Spp.,
Mylopharyngodon Piceus) Fresh Or Chilled",62.06
"Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon
Idellus, Hypophthalmichthys Spp., Cirrhinus Spp.,Mylopharyngodon Piceus), Frozen.",12262.157
"Carpets And Other Textile Floor Coverings, Knotted, Whether Or Not Made Up Of Other Textile Materials",291253.428
"Carpets And Other Textile Floor Coverings, Knotted, Whether Or Not Made Up Of Wool Or Fine Animal Hair",574313.058
"Carpets And Other Textile Floor Coverings, Of Felt, Tiles Of A Maximum Area Of 0.3 M2, Felt",40851.333999999995
"Carpets And Other Textile Floor Coverings, Of Felt, Tiles, Having A Maximum Surface Area Exceeding 0.3 M² But Not Exceeding 1 M²”",13166.6
"Carpets And Other Textile Floor Coverings, Tufted, Whether Or Not Made Up From Turf",97142.803
"Carpets And Rugs Of Chenille Yarn, Gummed Pile",58610.981
"Carpets And Rugs Of Chenille Yarn, Pile, Not Made Up",6025.637000000001
"Carpets And Rugs Of Chenille Yarn, Tufted",10278.511
"Carpets Of Other Textiles, Not Pile Or Made Up",3985.3269999999998
Carriages Containing A Barrel For Drainage,76.82
Carriages For Carrying And Hauling Carpets,9525.763
Carriages For Cleaning And Building,90244.155
"Carriages For Cleaning And Trash, Small, Hand-Driven",29266.943
Carriages For Transportation Of Medical Tools,5010.2
Carriages Of Metal Wires For Shopping In Stores,54915.140999999996
Carriages Prepared For Carrying And Selling Food,61437.585
Carrot Seeds,602.012
"Carrots And Turnips, Fresh Or Chilled",2074326.189
"Carrots Juice, Concentrated, Containing Added Sugar Or Other Sweetening Matter.",163.06
"Carrots Juice, Concentrated, Not Containing Added Sugar Or Other Sweetening Matter.",128.52
"Carrots Juice, Not Concentrated, Containing Added Sugar Or Other Sweetening Matter.",654.163
"Carrots, Frozen",322.14
"Carry Cots, Portable Cradles And With Fitted Edns",38346.513
Cartridges For Hunting And Sports Shooting,14643.682999999999
Casein,1115168.9139999999
Casein Glues,93.209
Cases And Trunks With Outer Surface Of Iron,2100.783
Cases And Trunks With Outer Surface Of Wood,16684.941
"Cases For Jewellery, Perfium And Gifts Of Paper",383213.966
Cash Registers,962395.3709999999
Cash Registers Without Calculating Devices,3693.819
Cashew Nuts In Shell,134597.63199999998
Cashew Nuts Shelled,3117174.194
"Casing And Tubing Used In Oil Drilling Welded, Of Stainless Steel",21540.733999999997
"Casings Used In Oil And Gas Drilling, Large, Iron/Steel",2338.51
"Caskets, Small Boxes And Receptacles, Etc.",108643.12
"Casks, Barrels, Vats, And Similar Coopers' Products",23764.074
Cast Fittings Of Non-Malleable Cast Iron,999585.691
"Cast, Drawn Or Float Glass, Worked",79052.453
Casting Machines,363265.95
Castor Oil And Its Fractions,383049.60599999997
Castor Oil Seeds,2380.09
Castor Sugar,96720.83
Castors,178113.949
Catalysts In The Form Of Wire Cloth Of Platinum,214.124
"Catalytic Converters Or Particulate Filters, Whether Or Not Combined, For Purifying Or Filtering Exhaust Gases From Internal Combustion Engines",64215.954
"Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Frozen",107112.118
"Catfish (Pangasius Spp., Silurus Spp.,Clarias Spp., Ictalurus Spp.), Fresh Or Chilled",139.796
Cathode-Ray Oscilloscopes And Oscillographs,19138.479
Cathode-Ray Tube Monitors Of A Kind Solely Or Principally Used In An Automatic Data Processing System Of Heading 84.71,13053.88
Cathodes And Sections Of Cathodes Of Refined Copper,33032886.020000003
"Cationic Organic Surface-Active Agents, Whether Or Not Put Up For Retail Sale",188472.598
"Cauliflowers And Headed Broccoli, Fresh Or Chilled",1034054.815
"Caviar Substitutes, Prepared Or  Preserved",76741.669
"Caviar,  Prepared Or  Preserved",14417.726
Ceiling And Building Boards Of Asphalt,168076.486
"Celery Other Than Celeriac, Fresh Or Chilled",225502.073
Celery Salt,9195.866
Cellular Wood Panels,29000.926
"Cellulose Acetate Sheets, Film, Etc.",6516.8060000000005
Cement Clinkers,6876957.6450000005
Censers Of Porcelain Or China,44826.727
Central Air Conditioners (Freon),2365828.344
Central Air Conditioners Incorporating A Refrigerating Unit,4487628.256
Central Air Conditioners Not Incorporating A Refrigerating Unit,388898.831
Central Apparatus,2887622.045
Central Heating Boilers,216.26999999999998
"Centreless Grinding Machines, Numerically Controlled",559.684
Ceramic Architectural Ornaments,72.78
Ceramic Building Bricks,41908.205
"Ceramic Construction Goods More Than 50 Percent Mg, Ca Or Cr",1000120.245
Ceramic Construction Googs More Than 50 Percent Al203 Or Si02,2572275.4560000002
"Ceramic Dielectric, Multilayer Fixed Capacitors",478.64700000000005
"Ceramic Dielectric, Single Layer Fixed Capacitors",803.9449999999999
"Ceramic Pipes, Conduits, Guttering And Pipe Fittings",37831.088
Ceramic Pots And Similar Articles For Packing,10213.991
Ceramic Roofing Tiles,66889.27
"Ceramic Tableware, Kitchenware And Other Articles",945955.0299999999
Ceramic Vases,73879.693
"Cereal And Flour Mixes With Fruit Flour, Cocoa Powder",355291.695
Cerium Compounds,1086.11
Cermets And Articles Thereof,2065.25
Chain Part Thereof Of Aluminium,69707.535
Chain Saw Blades,11367.394
Chain Saws,14688.987
"Chamfered Wood, Coniferous",2152.053
Chamois (Including Combination Chamois ) Leather,42309.138
Chamois Leather Made Especially For Wiping Cars,5693.825000000001
Chandeliers And Other Electric Ceiling Or Wall Fittings With Light-Emitting Diode (Led) Light Sources,3394000.381
Charger For Dry Batteries,105142.421
Charger For Laptop Computers,15826.606
Charger For Portable Phones And Tablets,480572.20600000006
Chassis Cabs G.V.W. Exceeding 5 Tonnes But Not Exceeding 20 Tonnes,61003.295000000006
"Chassis With Engines, For Headings 87.01 To 87.05",9007.514
Check Valves,1319134.2629999998
Chemical Contraceptive Preparations Based On Hormones,158914.158
Chemical Elements Doped For Use In Electronics,1772.4229999999998
Chemical Fibrous Cellulosic Pulp,1598.67
Chemically Bonded Mats Of Glass Fibres,36873.154
Chemically Pure Fructose,31.84
Chemically Pure Sucrose,52.09
Chenille Fabrics Of Cotton,3131.016
Chenille Fabrics Of Manmade Fibers,138827.912
Cheque Books,217.42
"Cherries, Provisionally Preserved , But Unsuitable In That State For Immediate Consumption",2228.663
Cherry Jams And Jellies,28539.554
Chestnuts (Castanea Spp.) In Shell,120714.13399999999
Chestnuts (Castanea Spp.) Shelled,12497.017
Chewing Gum Containing Nicotine To Help Tobacco Use Cessation Including Smoking,78901.334
"Chewing Gum, Whether Or Not Sugar-Coated",1966667.687
"Chickpeas, Dried",3074350.887
"Chicory Extracts, Concentrates And Essences",2464.167
Chicory Roots,40.91
Children'S Picturs Books Form The Pricipal Interest,36191.08
Chili Sauce,610341.203
"Chips And Pieces Of Aloeswood, And Other Aromatic Woods",857433.23
"Chips Of Potato Flour, Macroni-Shaped With Eggs",225836.08800000002
"Chips Of Potato Flour, Macroni-Shaped Without Eggs",861274.38
Chips Probes,355116.387
"Chipwood, Coniferous",85.61
Chloramphenicol And Its Derivatives,21.6
Chlorides Of Aluminium,21437.195
Chlorides Of Cobalt,138.373
Chlorides Of Magnesium,13057.048
Chlorides Of Nickel,20.018
Chlorides Of Zinc,11778.64
Chlorine,136682.966
Chlorites,297236.276
"Chlorobenzene, O-Dichlorobenzene And P-Dichlorobenzene",91.59
Chlorodifluoromethane,626731.274
Chloroform ( Trichloromethane ),664.981
Chloromethane And Chloroethane,2303.81
"Chocolate In Blocks, Slabs Or Bars Filled Containing Alcohol",1385.35
"Chocolate In Blocks, Slabs Or Bars Not Filled Contain Alcohol",10182.753
Choline And Its Salts,111502.22899999999
Chopped Or Pressed Tobacco For Dokha Smoking Pipes,0.53
Chopped Or Pressed Tobacco For Pipes,6454.150000000001
Chopped Or Pressed Tobacco For Smoking,4586.525
"Chopped Strands,Of A Length Of Not More Than 50 Mm Of Glass Fibers",106500.53300000001
"Chopsticks, Of Bamboo",58322.356
Chromatographs And Electrophoresis Instruments,96889.982
Chromium Ores And Concentrates,5969.28
Chromium Trioxide,9068.138
"Chromium Unwrought ,Powders",66337.484
Cigar Or Cigarette Holders,192936.91
Cigarette Paper Booklets Or Tubes,35271.045
Cigarette Paper In Rolls Not Over 5 Cm Wide,1377.2820000000002
Cigarettes Containing Tobacco,27190528.996
"Cigars, Cheroots And Cigarillos, Of Tobacco",95927.381
Cinematographic  Cameras.,53882.469000000005
Cinematographic Projectors,19303.342
Cinnamon (Cinnamomum Zeylanicum Blume) Neither Crushed Not Grouund,140353.202
"Cinnamon, Crushed Or Ground",29218.716
Circular Saw Blade With Working Part Of Steel,203237.527
Citric Acid,342410.293
Clad Iron Or Steel Under 600 Mm Wide,2535.181
"Clams, Cockles And Ark Shells (Families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae And Veneridae), Even In Shell, Live, Fresh Or Chilled",254.019
"Clams, Cockles And Ark Shells (Families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae And Veneridae), Frozen",26.93
"Clams, Cockles And Ark Shells (Families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae,Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae And Veneridae), Dried, Salted Or In Brine Or Smoked , Whether In Shell Or Not, Whether Or Not Cooked Before Or During The Smoking Process",50.42
